,reply_text,reply_type
2145,"['So', 'Australia', 'has', 'banned', 'guns', 'and', 'Violent', 'video', 'games', '.', 'Looked', 'at', 'what', 'has', 'happened', '.']",comment
2146,"['I', 'pray', 'for', 'the', 'safety', 'of', 'all', 'the', 'hostages', ';', 'and', 'that', 'they', 'are', 'released', 'soon', '.']",comment
2147,"[""That's"", 'an', 'exaggeration', ',', 'get', 'your', 'facts', 'right', '.']",deny
2148,"['...', 'hostages', 'in', 'a', 'cafe', '?', 'For', 'days', '?', '...', 'Australian', 'crime', 'is', 'hilarious']",comment
2149,"['“', ':', 'Several', 'more', 'hostages', 'flee', 'from', 'cafe', 'under', 'siege', 'in', 'Sydney', ',', 'local', 'media', 'say', '”', 'thank', 'god']",comment
2150,"['A', 'gunshot', 'heard', '?']",query
2151,"['“', ':', 'Several', 'more', 'hostages', 'flee', 'from', 'cafe', 'under', 'siege', 'in', 'Sydney', ',', 'local', 'media', 'say', '”']",support
2152,[],comment
2153,"['apparently', 'they', 'snuck', 'out', 'when', 'he', 'went', 'for', 'a', 'piss']",comment
2154,"['“', ':', 'Several', 'more', 'hostages', 'flee', 'from', 'cafe', 'under', 'siege', 'in', 'Sydney', ',', 'local', 'media', 'say', '”']",comment
2155,"['Blessings', '!', 'Check', 'out', 'latest', 'Radio', 'Show', 'ANYTIME', '!', 'or', 'RT', 'TY']",comment
2156,"['“', ':', 'Several', 'more', 'hostages', 'flee', 'from', 'cafe', 'under', 'siege', 'in', 'Sydney', ',', 'local', 'media', 'say', '”']",comment
2157,[],comment
2158,"['he', 'put', 'out', 'a', 'statement', 'instead', 'of', 'personally', 'speaking', 'to', 'the', 'Australian', 'ppl', ',', 'why', '?', '?', 'Is', 'he', 'hiding', 'under', 'his', 'desk', '!']",support
2159,"['poor', 'form', 'not', 'removing', 'names', '.']",comment
2160,"['And', 'to', 'be', 'even-handed', ',', 'it', 'puts', 'it', 'into', 'perspective', 'to', 'a', 'Mr', 'Bolt', 'as', 'well', '.']",support
2161,"['very', 'impressed', 'that', ""you're"", 'on', 'the', 'mail', 'list', '.', 'suggest', 'that', 'you', 'edit', 'out', 'the', 'non-essential', 'info', ',', 'like', 'names', 'and', 'phone', 'numbers']",comment
2162,"[""couldn't"", 'care', 'less', 'about', 'anyone', 'but', 'herself', '.', 'She', 'does', 'this', 'all', 'the', 'time', '.']",comment
2163,"[""Isn't"", 'it', 'etiquette', 'to', 'remove', 'names', 'from', 'a', 'press', 'release', '?']",query
2164,[],deny
2165,"['Same', 'old', 'same', 'old', 'story', 'more', 'lies', 'from', 'the', 'weasel', 'liar', 'PM']",deny
2166,"['thanks', 'for', 'the', 'update', 'Latika', '.']",deny
2167,"['that', 'unread', 'count', '...', 'nnnnggggg']",comment
2168,['omg'],comment
2169,"['If', 'I', 'were', 'Jewish', ',', 'I', ""won't"", 'go', 'to', 'the', 'demo', 'beside', 'Hamas', ""'"", 'friends', '.']",comment
2170,"['oh', 'no', ',', 'prayers', 'for', 'them', '.']",comment
2171,"['link', '?']",query
2172,[],comment
2173,"['actually', ',']",comment
2174,"['Praying', '.']",comment
2175,[],comment
2176,"['I', 'assume', 'you', 'mean', 'niece', '?']",query
2177,['yes'],comment
2178,"['do', 'you', 'have', 'a', 'link', '?']",query
2179,"['-', 'it', 'was', 'just', 'live']",comment
2180,"['thanks', '!']",comment
2181,"['“', ':', 'JUST', 'IN', ':', 'Germanwings', 'plane', 'crashes', 'in', 'southern', 'France', ',', 'up', 'to', 'feared', 'dead', '”']",comment
2182,"['“', ':', 'JUST', 'IN', ':', 'Germanwings', 'plane', 'crashes', 'in', 'southern', 'France', ',', 'up', 'to', 'feared', 'dead', '”']",comment
2183,"['“', ':', 'JUST', 'IN', ':', 'Germanwings', 'plane', 'crashes', 'in', 'southern', 'France', ',', 'up', 'to', 'feared', 'dead', '”', 'sigh', 'airbus', '.']",comment
2184,"['Identified', 'themselves', '?', 'You', 'having', 'a', 'laugh', ',', 'so', 'how', 'come', 'they', ""didn't"", 'get', 'shot', 'too', '?', ':/']",query
2185,"['Trying', 'to', 'one-up', 'ISIS', '?', 'MT', ':', 'Witnesses', 'say', 'Charlie', 'Hebdo', 'gunmen', ""self-ID'd"", 'as', 'al-Qaida', ':']",comment
2186,"['I', 'strongly', 'condemn', 'this', 'terrorist', 'attack', 'as', 'a', 'Turkish', 'Muslim.Terrorists', 'Cannot', 'represent', 'Islam']",comment
2187,"['“', ':', 'Witnesses', '-', 'Charlie', 'Hebdo', 'gunmen', 'identified', 'themselves', 'as', 'members', 'of', 'al-Qaida', ':', '""', 'If', 'true', ',', 'terrorist', 'groups', ""'"", 'competing', 'and', 'escalating', '?']",support
2188,"['the', 'outbidding', 'scenario', 'as', 'talked', 'about', 'by']",comment
2189,"['Alluh', 'akbar', ',', 'why', 'did', 'they', 'make', 'a', 'funny', 'on', 'our', 'prophet', '.']",comment
2190,"['. ...', 'witnesses', 'may', 'have', 'but', 'President', 'never', 'will', 'not', 'will', 'he', 'utter', 'or', 'in', 'association', 'with', 'this', '!']",comment
2191,"['Who', 'funded', '/', 'armed', '/', 'trained', 'gunmen', '?', '…', 'Jeffrey', 'Epstein', 'also', 'in', 'CFR', '+', 'Trilateral', 'Commission']",query
2192,"['Duh', ',', 'Ya', 'think', '?']",support
2193,"[':', 'Witnesses', 'say', 'the', 'Charlie', 'Hebdo', 'gunmen', 'identified', 'themselves', 'as', 'members', 'of', 'al-Qaida']",support
2194,"['""', 'confess', 'they', ""didn't"", 'get', ""'"", 's', '""']",comment
2195,"['Cant', 'be', 'al-Qaida', 'the', 'President', 'told', 'us', 'they', 'are', 'in', 'retreat']",comment
2196,[],deny
2197,"['Hhmmmm', '…', '*', 'ambil', 'lup', '*', '“', ':', 'Witnesses', 'say', 'the', 'Charlie', 'Hebdo', 'gunmen', 'identified', 'themselves', 'as', 'members', 'of', 'al-Qaida', ':']",support
2198,"['!', 'be', 'careful', '!']",comment
2199,"['Probably', 'another', '""', 'false', 'flag', '""', 'on', 'the', 'Canadian', 'side', '!']",comment
2200,[],comment
2201,"['Stay', 'safe', 'police', 'and', 'soldiers', 'protecting', 'us', 'all', '!']",comment
2202,"['Canada', ':', '“', ':', 'BREAKING', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', 'Follow', 'developing', 'story', ':', '”']",comment
2203,"['trying', 'to', 'but', 'got', 'this', '-', 'shameful', 'behaviour']",comment
2204,"['“', ':', 'news', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', '”']",comment
2205,"['RT', '“', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', 'Follow', 'developing', 'story', ':', '”']",comment
2206,[],comment
2207,"['“', ':', 'news', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', 'Follow', 'developing', 'story', ':', '”']",comment
2208,"[""I'm"", 'taking', 'bets', 'on', 'how', 'quick', 'or', 'will', 'be', 'blamed', '.', 'After', 'all', 'is', 'where', 'the', 'US', 'want', 'to', 'bomb', 'next', '.']",comment
2209,[],comment
2210,"[':', 'news', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', 'Follow', 'developing', 'story', ':']",support
2211,"['Sending', 'thoughts', 'and', 'prayers', '.', '""', ':', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.', '”']",comment
2212,[],comment
2213,"['looks', 'like', 'American', 'values', 'are', 'heading', 'north']",comment
2214,"['Yikes', 'rt', ':', ':', 'news', ':', 'Shots', 'fired', 'at', 'Parliament', 'Hill', '.']",comment
2215,"['our', 'prayers', 'are', 'with', 'our', 'leaders', '&', 'authorities', ',', 'may', 'they', 'return', 'safely', 'to', 'their', 'homes']",comment
2216,"['Has', 'car-jacking', 'by', 'suspects', 'been', 'confirmed', '?', 'Questionable', '.']",query
2217,"[""let's"", 'cut', 'off', 'his', 'head', 'and', 'send', 'back', 'to', 'his', 'family', 'in', 'the', 'middle', 'east', '.']",comment
2218,"[""What's"", 'the', 'matter', 'with', 'ppl', 'crazy', 'fuck']",comment
2219,"['is', 'it', 'over', 'or', 'are', 'they', 'still', 'looking', 'for', 'the', 'gunmen', '?']",query
2220,[],comment
2221,"[""let's"", 'hope', 'the', 'medias', ""don't"", 'gratified', 'these', 'people', 'by', 'publicizing', 'their', 'names', 'all', 'over', '..', 'which', 'is', 'exactly', 'what', 'they', 'want', '.', '!']",comment
2222,[],comment
2223,['P.M.Presser'],comment
2224,"[':', 'Name', 'of', 'cop', 'is', 'eected', 'to', 'be', 'released', 'by', 'ET', '(', 'J', '.', 'B', '.', 'Forbes', ',', 'AP', ')', '”']",support
2225,"['Get', 'ready', 'to', 'tweet', 'the', 'address', 'and', 'other', 'vigilantes', '.']",comment
2226,"['New', 'police', 'chief', '?']",query
2227,"['like', 'holding', 'back', 'zombies']",comment
2228,"['BTW', 'the', 'interview', 'the', 'Police', 'Chief', 'conducted', 'yesterday', 'was', 'the', 'worst', 'interview', 'I', 'have', 'ever', 'seen']",comment
2229,"['Good', 'Ol', ""'"", 'Boy', 'system', 'at', 'work', 'just', 'like', '.']",comment
2230,"['The', 'police', 'department', 'is', 'incompetent', '.', 'Why', 'would', 'you', 'give', 'hours', 'notice', 'of', 'releasing', 'the', 'officers', 'name', '?', 'Builds', 'hype']",comment
2231,"['That', 'name', 'should', 'not', 'be', 'mentioned', 'again', '.']",comment
2232,"['OK', 'now', ""let's"", 'swoop', 'in', 'on', 'all', 'who', 'knew', 'him', '!']",support
2233,"['USA', 'come', 'before', 'canadian', 'media']",comment
2234,"['as', 'part', 'of', 'a', 'co-op', 'criminal', 'investigation', 'one', 'would', ""doesn't"", 'need', 'facts', 'to', 'write', 'stories', 'it', 'appears', '.']",query
2235,"['I', 'think', 'that', 'soldiers', 'should', 'be', 'armed', 'and', 'wear', 'protective', 'vests', 'when', 'they', 'are', 'on', 'guard', 'any', 'where', '.']",comment
2236,"['followed', 'you', 'because', 'of', 'this']",support
2237,"['Thx', '!']",comment
2238,"['lone', 'Wolf']",comment
2239,"['R', '.', 'I', '.', 'P']",comment
2240,"['“', ':', 'Attack', 'on', 'Parliament', ':', 'Soldier', 'shot', ';', 'gunman', 'on', 'the', 'loose', '.', '""', 'Not', 'a', 'good', 'week', 'to', 'be', 'a', 'Can', 'soldier']",support
2241,"['Please', 'remove', 'this', 'picture', 'of', 'Cpl', 'Nathan', 'Cirillo', '.', ""Let's"", 'show', 'this', 'hero', 'some', 'dignity', 'and', 'the', 'respect', 'he', 'deserves', '!', '!']",comment
2242,"['“', ':', 'Attack', 'on', 'Parliament', ':', 'Soldier', 'shot', ';', 'gunman', 'on', 'the', 'loose', ':', '”']",support
2243,"['“', ':', 'Attack', 'on', 'Parliament', ':', 'Soldier', 'shot', ';', 'gunman', 'on', 'the', 'loose', '.', '”', 'Thinking', 'of', 'everyone', 'back', 'home', '.']",support
2244,"['Soldier', 'shot', ',', 'shooter', 'still', 'at', 'large', 'MT', ':', 'Attack', 'on', 'Parliament', ':', 'Follow', 'our', 'developing', 'story']",support
2245,"['prayers', 'and', 'thoughts', 'to', 'his', 'family', 'and', 'friends', '...']",comment
2246,"['no', 'report', 'he', 'has', 'died', '!']",deny
2247,"['New', 'report', 'indicates', 'he', 'is', 'alive', 'but', 'obviously', 'gravely', 'injured', '.', ""I'm"", 'not', 'sure', 'where', 'New', 'York', 'Times', 'got', 'that', '.']",deny
2248,"['me', 'either', '.', 'There', 'are', 'reports', 'he', 'is', 'still', 'alive', '.', 'But', 'not', 'looking', 'good', '!']",deny
2249,"['hi', 'Donna', 'I', 'think', 'we', 'are', 'talking', 'different', 'incidents', 'now', 'the', 'quebec', 'one', 'is', 'what', 'I', 'referred']",comment
2250,"['?', '?', '?']",query
2251,"['Donna', '-', 'the', 'rcmp', 'incident', 'in', 'Quebec', 'versus', 'today', 'in', 'ottawa']",comment
2252,"['But', 'both', 'would', 'indicate', 'there', 'is', 'need', 'to', 'increase', 'surveillance', '&', 'ability', 'to', 'detain']",comment
2253,"['Ugh', ',', 'CTV', 'is', 'reporting', ""he's"", 'ALIVE', '.']",deny
2254,"['Perhaps', 'wait', 'for', 'Canadian', 'source', '.']",query
2255,[],comment
2256,"['NYT', 'may', 'be', 'wrong', ',', 'bcuz', 'CTV', 'news', '1', 'has', 'said', 'that', 'the', 'soldier', 'at', 'Memorial', 'is', 'alive', 'at', 'hospital', '!']",deny
2257,"['maybe', 'you', 'should', 'get', 'your', 'info', 'a', 'little', 'more', 'locally']",comment
2258,"['CTV', 'just', 'said', 'he', 'is', 'being', 'treated', 'and', 'is', 'stable', '?']",deny
2259,"['Not', 'according', 'to', 'what', ""I've"", 'just', 'heard', 'on', 'CTV', '.']",deny
2260,"['My', 'heart', 'goes', 'out', 'to', 'the', 'family', '.']",comment
2261,"['Careful', 'when', 'reporting', 'on', 'life', 'and', 'death', '.', ""Let's"", 'wait', 'until', 'we', 'really', 'know', '...', 'when', 'the', 'news', 'is', 'not', 'so', 'chaotic']",comment
2262,"['Canadian', 'news', 'contradicts', 'this']",deny
2263,[],comment
2264,"['perhaps', 'wishful', 'thinking', 'on', 'my', 'part', 'but', 'still', 'hopeful', 'it', 'is', 'not', 'true', '.', 'TV', 'still', 'not', 'reporting', 'any', 'CF', 'deaths']",comment
2265,"['But', ',', 'they', 'are', 'peaceful', 'people', 'and', 'Hilary', 'said', 'they', 'can', 'be', 'negotiated', 'with', '!']",comment
2266,"['.', 'SHIT', '.', 'I', 'KNEW', 'IT', 'when', 'I', 'saw', 'the', 'news', 'break', '.', 'Son-of-a-b', '...', '!', '!', '!']",comment
2267,"['time', 'to', 'kich', 'these', 'Muslim', 'fuckers', 'the', 'hell', 'out', 'of', 'every', 'democratic', 'country', '!']",comment
2268,"['Thoughts', 'go', 'out', 'to', 'the', 'people', 'under', 'seige', 'in', '.', 'Possible', 'attack', '.', 'Just', 'let', 'them', 'out', 'safe', '.', ""Let's"", 'not', 'start', 'a', 'war', '!']",comment
2269,"['Damn', 'the', 'Muslims', 'back', 'to', 'their', 'version', 'of', 'the', ""'"", 'holy', 'land', '.', ""'""]",comment
2270,"['The', 'police', 'better', 'plan', 'on', 'killing', 'him', ',', 'because', 'his', 'intentions', 'are', 'not', 'at', 'all', 'in', 'doubt', '.']",comment
2271,"['bet', ""they're"", 'happy', 'they', 'let', 'those', 'goat', 'humpers', 'into', 'the', 'country', '.']",comment
2272,"['Looks', 'like', 'a', 'job', 'for', 'Special', 'Ops', '.', 'Prayers', 'for', 'the', 'hostages', '.']",comment
2273,"[':', 'Sydney', 'Opera', 'House', 'evacuated', ',', 'concourse', 'deserted', '(', 'via', ')', '”']",support
2274,"['“', ':', 'Sydney', 'Opera', 'House', 'evacuated', ',', 'concourse', 'deserted', '(', 'via', ')', '”']",support
2275,"['My', 'heart', 'and', 'prayers', 'go', 'out', 'to', 'the', 'good', 'people', 'of', 'Sydney', 'and', 'Australia', '.', '🇺', '🇸']",comment
2276,"['“', ':', 'My', 'heart', 'and', 'prayers', 'go', 'out', 'to', 'the', 'good', 'people', 'of', 'Sydney', 'and', 'Australia', '.', '🇺', '🇸', '”', 'Amen', '.']",comment
2277,"['Hope', 'they', 'rescue', 'the', 'hostages', '. .', 'and', 'fry', 'the', 'islamutards', '.']",comment
2278,"['“', ':', 'Sydney', 'Opera', 'House', 'evacuated', ',', 'concourse', 'deserted', '(', 'via', ')', '”']",support
2279,"['The', 'cost', 'of', 'terrorism', ',', 'NUKE', 'IRAN', 'TO', 'HELP', 'STOP', 'THIS', '.']",comment
2280,"['Really', 'want', 'to', 'stop', 'it', '?', 'Bomb', 'Mecca', '!', 'Level', 'it', '.']",query
2281,"['Just', 'practice', 'for', 'what', 'coming', 'Im', 'afraid', 'Europe', 'is', 'heading', 'for', 'a', 'war']",comment
2282,"['great', 'news']",comment
2283,"['No', 'confirmation', 'yet', ',', 'but', 'hopefully', 'good', 'news']",comment
2284,"['hurrah', ',', 'hell', 'awaits']",comment
2285,"['Good', '-', 'less', 'to', 'worry', 'about', '.', 'Hope', 'the', 'Hostages', 'are', 'all', 'OK', '!']",comment
2286,"['Allegedly', '?']",query
2287,"['best', 'news', 'I', 'have', 'heard', ',', 'Kay', 'you', 'are', 'doing', 'an', 'amazing', 'job', 'thank', 'you']",support
2288,"['great', 'work', 'gsg', '9', 'and', 's', '/', 'forces', 'teams', '.']",comment
2289,"['great', 'news', 'great', 'reporting', 'Kay', 'one', 'of', 'the', 'best', 'in', 'the', 'business']",comment
2290,"['Good', 'News', 'at', 'last', 'Evil', 'Pigs', '!', '!', '!']",comment
2291,"['best', 'News', 'possible', 'all', 'things', 'considered']",comment
2292,"['Thinking', 'of', 'the', 'hostages', '.', 'To', 'hell', 'with', 'the', 'terrorists', ',', 'they', 'should', 'burn', 'on', 'the', 'street', ',', 'absolute', 'scum', '.']",comment
2293,"['they', 'got', 'what', 'they', 'wanted', 'but', 'perhaps', 'for', 'the', 'best']",comment
2294,"['rot', 'in', 'hell', '...']",comment
2295,"['Great', 'news', '!']",comment
2296,"['you', 'the', 'fastest', 'for', 'breaking', 'news', '...']",support
2297,"['best', 'news', 'for', 'days', '.', 'Goodbye', 'scumbags', '.']",comment
2298,"['Killers', '?', 'No', 'trial', '?', 'Can', 'you', 'please', 'provide', 'the', 'evidence', 'that', 'these', 'people', 'were', 'involved', 'in']",query
2299,"['what', 'about', 'the', 'hostage', 'hopefully', 'still', 'alive', '.']",query
2300,"['Highly', 'trained', ""doesn't"", 'necessarily', 'mean', 'always', 'smart', '.']",comment
2301,"['The', 'two', 'left', 'the', 'ID', 'of', 'an', 'probably', 'innocent', 'yr', 'old', 'to', 'try', 'to', 'put', 'the', 'Police', 'off', 'their', 'track', '.']",comment
2302,"['Maybe', 'they', 'were', 'convinced', 'they', 'would', 'die', '?', 'Just', 'guessing']",comment
2303,"['As', 'they', 'say', ',', 'smartest', 'criminals', 'make', 'mistakes', 'too', '!']",comment
2304,"[""don't"", 'ask', 'too', 'many', 'questions', 'someone', 'might', 'accuse', 'you', 'of', 'being', 'a', 'journalist']",comment
2305,"['Maybe', 'the', 'gunmen', 'were', 'better', 'trained', 'than', 'the', 'getaway', 'driver', '?']",comment
2306,"['The', 'answer', 'will', 'probably', 'start', 'with', '""', 'S', '""', '.', 'Stupid', ',', 'or', 'Staged', 'and', 'depends', 'on', 'Smart', '.']",comment
2307,"['I', 'suspect', 'they', 'were', 'rather', 'distracted', '.', ""Can't"", 'think', 'why', '...']",comment
2308,"['.', '""', 'Highly', 'trained', '""', 'by', 'secret', 'services', '…']",comment
2309,"['video', 'also', 'shows', 'them', 'using', 'some', 'not', 'so', 'great', 'skills', 'in', 'the', 'street', '(', 'crossing', 'each', ""other's"", 'line', 'of', 'fire', ',', 'etc', ')']",comment
2310,"['In', 'one', 'respect', ';', 'part', 'of', 'me', 'hopes', 'they', 'give', 'the', 'French', 'armed', 'police', 'a', 'legitimate', 'reason', '...']",comment
2311,"['A', '""', 'highly', 'trained', '""', 'member', 'of', 'my', 'troop', 'lost', 'a', 'pair', 'of', '>', '£', '2000', 'night', 'vision', 'goggles', 'once', '.']",comment
2312,"['Unless', ""you've"", 'got', 'military', 'eerience', ',', 'its', 'hard', 'to', 'understand', 'how', 'much', 'stress', 'your', 'brain', 'undergoes', 'in', 'battle', '.']",comment
2313,"['OK', '.', 'But', 'why', 'precisely', 'an', 'ID', ',', 'why', 'not', 'Seresta', 'tablets', '?']",query
2314,"['it', 'is', 'not', 'inconceivable', 'that', 'the', 'terrorists', 'were', 'on', 'anti-anxiety', 'meds', 'AND', 'were', ""amp'd"", '.']",comment
2315,"['These', 'men', 'were', 'clearly', 'military', 'trained', '...']",comment
2316,"['the', 'bullet', 'groupings', 'were', 'super', 'tight', 'for', 'automatic', 'fire', '...']",comment
2317,"['exactly', '.', 'Something', 'which', ""isn't"", 'achieved', 'through', 'a', 'day', 'at', 'the', 'shooting', 'range', '...']",comment
2318,"['classic', 'misdirection', '.', 'Probably', 'seals', 'or', 'MI6', '.']",comment
2319,"['you', ""can't"", 'be', 'serious']",comment
2320,"['i', 'could', 'be', ',', 'but', ""I'm"", 'not', '.']",comment
2321,"['sometimes', ""it's"", 'hard', 'to', 'tell']",comment
2322,"['Well', '...']",comment
2323,"['I', 'think', 'they', 'ultimately', 'want', 'their', 'day', 'in', 'court', 'and', 'a', 'platform', 'upon', 'which', 'the', 'world', 'will', 'look', '.']",comment
2324,"['Really', '?', 'Is', 'that', 'confirmed', '?']",query
2325,"['maybe', 'they', 'want', 'to', 'get', 'caught']",comment
2326,"['how', 'about', 'the', 'story', 'that', 'friends', 'of', 'the', 'third', 'suspect', 'Hamyd', 'saw', 'him', 'in', 'class', 'km', 'away', 'during', 'the', 'attack']",comment
2327,"['+', '1']",deny
2328,"['Yeah', ',', ""that's"", 'going', 'to', 'happen', '!', 'MT', ':', 'Gunman', 'in', 'kosher', 'grocery', 'store', 'is', 'demanding', 'the', 'release', 'of', 'the', 'suspects', 'in', 'shooting']",support
2329,"['“', ':', 'UPDATE', ':', 'Gunman', 'in', 'kosher', 'grocery', 'store', 'is', 'demanding', 'the', 'release', 'of', 'the', 'suspects', 'in', 'shooting', '""', '<--']",comment
2330,"['On', 'the', 'face', 'of', 'it', ""that's"", 'unusual', 'because', 'Islamic', 'terrorists', 'are', 'usually', 'suicidal', '.', 'So', 'I', 'suspect', ""it's"", 'a', 'deliberately', '/', '2']",comment
2331,"['/', '2', 'impossible', 'demand', 'to', '""', 'justify', '""', 'a', 'massacre', 'when', ""it's"", 'refused', '.']",comment
2332,"['yes', ',', ""it's"", 'certainly', 'an', 'indicator', 'of', 'how', 'that', 'ones', 'going', 'to', 'pan', 'out', '.']",comment
2333,"['What', 'a', 'fucking', 'nightmare']",comment
2334,"['Well', 'done', '.', 'This', 'kind', 'of', 'information', 'is', 'important', 'to', 'remain', 'secret', 'for', 'the', 'sake', 'of', 'the', 'safety', 'of', 'the', 'hostages', '!']",support
2335,[],comment
2336,"['Two', 'wrongs', ""won't"", 'suddenly', 'become', 'right', 'and', 'two', 'tragedies', 'can', 'never', 'be', 'compared', '-', 'neither', 'by', 'quantity', 'nor', 'by', 'quality', '.']",comment
2337,"['fuck', 'you', 'sarracen', 'and', 'stop', 'islamization']",comment
2338,"['Right', 'a', 'tradgedy', 'happening', 'in', 'France', 'and', 'you', 'post', 'this', '.', 'This', 'is', 'the', 'reason', 'the', 'world', 'hates', 'Islam', '.']",comment
2339,"['dont', 'waste', 'time', 'with', 'A', 'Hindu', 'laim', 'price', '...', 'they', 'eat', 'shit', 'and', 'urine', 'of', 'animals', 'and', 'spread', 'Hates', 'in', 'world']",comment
2340,"['if', 'u', 'can', 'see', 'well', 'the', 'first', 'picture', 'is', 'about', 'Paris', 'attack', 'and', ""it's"", 'hash', 'tag', 'is', 'the', 'one', 'stop', 'killing', 'innocent', 'ppl']",comment
2341,"['huh', 'he', ""doesn't"", 'even', 'know', 'who', 'killed', 'the', 'journalists', ""he's"", 'trying', 'to', 'get', 'media', 'coverage', 'just', 'kill', 'him']",comment
2342,"['When', 'will', 'countries', '&', 'the', 'decent', 'Ppl', 'w', '/', 'in', 'realize', 'MOSLEMS', 'all', 'follow', 'Koran', '.', 'Which', 'means', 'our', 'death', '.', 'Deport', 'the', 'bastards']",comment
2343,"['BREAKING', ':', 'Gunman', 'at', 'kosher', 'grocery', 'store', 'threatens', 'to', 'kill', 'hostages', 'if', 'police', 'storm', 'terrorist', 'brothers']",comment
2344,"['Who', 'buys', 'Kosher', '?', 'MT', ':', 'BREAKING', ':', 'Gunman', 'at', 'kosher', 'grocery', 'store', 'threatens', 'to', 'kill', 'hostages', 'if', 'police', 'storm', 'terrorist', 'brothers', '.']",support
2345,"['Mohammed', 'is', 'that', 'Guy', 'who', 'promotes', 'murdering', 'women', '+', 'children', 'in', 'the', 'name', 'of', 'Peace', '...']",comment
2346,"[""where's"", 'Eddy', 'Caplan', 'when', 'you', 'need', 'him']",comment
2347,"['We', 'all', 'heard', 'of', 'Mexican', 'standoff', '.', 'This', 'is', 'French', 'version', 'of', 'it']",comment
2348,"['Nothing', 'excuses', 'the', 'murder', 'of', 'innocent', 'people', ',', 'whether', 'it', 'is', 'these', 'poor', 'hostages', 'in', 'France', 'or', 'civilians', 'in', 'Gaza', '.']",comment
2349,"['What', 'a', 'relief', '!', 'Glad', 'everyone', 'is', 'mostly', 'ok', '!']",comment
2350,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'thank', 'God']",comment
2351,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'Thank', 'god', '...', 'Shoutout', 'to', 'all', 'the', 'police', 'that', 'saved', 'us']",comment
2352,"['THANK', 'GOODNESS']",comment
2353,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'best', 'news']",comment
2354,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'I', 'would', 'not', 'only', 'like', 'to', 'thank', 'God', ',', 'but', 'those', 'policemen']",comment
2355,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'good', 'job', 'australia', ',', 'hope', 'they', 'all', 'are', 'okay']",comment
2356,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'so', 'glad', 'to', 'hear', ',', 'this', 'was', 'unreal', '!']",comment
2357,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'thank', 'GOD']",comment
2358,"['THANKS', 'GOD']",comment
2359,"['“', ':', ':', 'Police', 'have', 'confirmed', 'that', 'the', 'is', 'over', '.', '”', 'thank', 'god', 'thank', 'god', 'thank', 'you', 'thank', 'you', 'thank', 'you']",comment
2360,['YES'],comment
2361,['good'],comment
2362,"['And', 'or', 'people', 'killed', '.', 'Unconfirmed', '.']",comment
2363,"['Can', 'you', 'clarify', '-', 'are', 'the', 'six', 'hostages', 'and', 'one', 'seriously', 'wounded', 'in', 'addition', 'to', 'the', 'reports', 'of', 'two', 'killed', '?']",query
2364,"['BBC', 'saying', 'two', 'dead', 'in', 'East', 'Paris', 'but', 'at', 'least', 'five', 'hostages', 'still', 'held', 'in', 'supermarket', '.', 'Terrible', '.']",comment
2365,[],support
2366,"['The', 'horror', 'continue', '.']",support
2367,"['“', ':', 'BREAKING', ':', 'One', 'person', 'seriously', 'wounded', ',', 'six', 'taken', 'hostage', 'in', 'incident', 'at', 'kosher', 'supermarket', 'in', 'Paris', ':', 'police', 'source', '”', 'Mondo', 'Cane', '!']",support
2368,"['confirmed', 'dead', 'in', 'shooting', 'before', 'he', 'took', 'hostages', '...']",comment
2369,"['incident', '?']",query
2370,"['not', 'in', 'anyway', 'justifying', 'the', 'violence', 'but', 'why', 'the', 'intentionally', 'hurting', 'of', 'others', 'believe', '?', 'It', ""doesn't"", 'make', 'sense', '.']",support
2371,"['“', ':', 'BREAKING', ':', 'One', 'person', 'seriously', 'wounded', ',', 'six', 'taken', 'hostage', 'in', 'incident', 'at', 'kosher', 'supermarket', 'in', 'Paris', ':', 'police', 'source', '”']",support
2372,"['“', ':', 'Secret', 'Prince', 'show', 'rumored', 'for', 'Toronto', 'tonight', '”', 'Wishing', 'this', 'was', 'NYC']",support
2373,"['“', ':', 'Secret', 'Prince', 'show', 'rumored', 'for', 'Toronto', 'tonight', '”', 'why', 'does', 'no', 'one', 'ever', 'do', 'secret', 'shows', 'in', 'Ohio', '?']",support
2374,"['“', ':', 'Secret', 'Prince', 'show', 'rumored', 'for', 'Toronto', 'tonight', '”']",support
